AQI,CO,PM10,PM25
57.61660562,241.6,31,29.5
53.80854701,246.3,31.3,25
50.4046398,250.9,24,23.5
56.87431502,229.4,38,31.67
57.43886691,207.8,29,29
76.72724786,186.2,66,48
68.36557753,10,30,30
64.18449817,10,30,30
58.09322589,172.7,26,26
49.04343834,180.1,25,20
69.52684737,187.5,56.3,45
62.76281319,194.9,28,28
61.38152869,193.6,30,30
69.19406105,192.2,40,38.5
69.59983883,190.8,35,35
66.8,180.7,40,32
74.4029304,170.6,51.3,41
74.198779,160.5,41,37
69.0998779,113.7,34,32
80.55384615,66.8,66,46
91.28302808,20,63,51
102.2087912,20,71,57
109.4407814,20,81,60
116.8111518,20,90,64.5
115.0779406,72.7,71,58
117.960521,125.3,63,62.5
118.985755,178,69,62
119.0822141,122,73,61.5
116.2112332,66,73,58
115.6100936,10,73.8,59
103.5506321,50.2,40,40
97.31710248,90.5,43,43
87.77338969,130.7,38,38
89.49407129,138.1,46,46
92.14977769,145.5,60,48
112.7079181,152.9,88.8,71
113.7736801,142.6,59,59
115.1172372,132.3,64,60
118.1617664,122,69,63
119.4039088,118.1,73,62.5
119.426903,114.2,73.8,61.67
118.9194805,110.3,76.3,61
118.2685001,104.1,68,60.5
117.9188034,97.9,63,60.5
121.4008517,91.6,75,66.5
129.6475322,110.7,99,76
150.0963404,129.8,123,98
155.4237649,148.8,123,98.5
161.2148151,161.1,131.3,105
151.9999615,20,85,65.5
151.0076956,185.6,83,79.5
146.4202908,179.4,73,73
143.0036918,173.1,73,73
123.4776517,166.9,66,53
144.0475371,162.4,111.3,89
142.4589029,158,75,74.5
142.8940997,153.5,76,76
145.588493,154.5,79,79
148.5947967,155.4,81,81
126.9947164,156.4,81,53
156.8174603,134.4,141.3,113
153.7672248,112.4,81,81
133.5567766,90.5,55,55
117.6072446,83.8,51,51
110.4660155,77.2,65,52
92.27545788,70.6,45,36
98.12869353,72.8,65,52
93.55702076,74.9,46,44.5
85.76947497,77,39,39
83.87545788,100.2,41,41
81.42759463,123.3,44,39.5
75.20927961,146.5,38,34.5
66.58412698,156.6,36,29
69.51207788,166.7,45,36
70.7821018,176.8,45,36
73.52230772,163,45,38.5
85.23199176,149.2,62.5,50
86.4627148,135.4,46,44
81.80348559,130.9,48,38
103.2222222,126.4,78.8,63
106.1978022,122,60,55.5
112.6864062,403,99.5,61.5
133.8520554,110.7,94,83
152.9738357,105,98,98
141.8103378,99.2,66,66
115.0732601,93.4,54,43
164.3105704,87.5,176.3,141
140.030932,461.7,48,48
127.5172975,835.8,73.8,59
129.5970696,1210,132,69
99.75677656,832,40,32
77.86984127,453.9,35,28
56.92576313,75.9,32,18
57.45494505,91.8,36,29
58.71452991,107.8,30,30
57.84029304,123.7,29,28.5
63.41245421,126.4,43,34.5
59.7025641,129.2,35,28
75.82808303,131.9,57.5,46
86.91428571,222.3,58,49
97.95604396,312.6,55,54.5
107.4798535,403,90,60
109.1615792,504,86,56.5
95.4998779,605,50,40
104.7997558,706,87.5,58
116.5742776,302,122,67
149.5512821,504,128.5,99.5
163.1258503,504,148.5,117
185.5025292,403,215,161
180.2588523,302,156.5,115
151.9148788,97.5,54,43
165.606576,302,174,121
156.5552067,302,107,76.5
151.8504274,302,106.5,76
135.2178103,229.9,82.3,59.67
96.1270232,157.9,31,25
75.05594139,85.8,34,27
69.51942369,102.7,39,32
75.24530403,119.6,46,40.5
79.604337,136.6,49,42
75.77164347,140.6,36,36
70.86579731,144.7,33,33
64.42947985,148.8,29,29
59.86194872,134,27.7,27.67
53.91815385,119.2,24,24
51.94662271,104.5,25,25
49.63896905,100.2,23,23
53.42397442,95.9,29,29
47.74011233,91.6,26,21
63.87200977,107.4,50,40
65.93441758,123.1,34,34
68.57410745,138.9,38,36
71.15182311,125.7,38,37
74.40720735,112.4,40,39
76.59315923,99.2,43,39.5
73.46446302,92.6,44,35
81.72454212,86,56.3,45
79.36556777,79.4,40,38.5
73.68547009,80,36,34
68.34334554,80.5,34,31.5
67.87637102,81.1,34,30.5
66.57840513,96.9,40,32
67.03647459,112.6,42.5,34
68.63583278,128.4,50,36
68.08733167,132.7,43,33.5
71.93197226,20,50,40
66.2606257,141.2,28,28
52.5001221,137.1,25,20
65.24859585,133.1,48.8,39
70.62417582,129,47.5,38
65.31111111,126.6,30,30
71.65738706,124.3,43,39
55.82612943,122,20,20
61.58347253,125.9,38.8,33.67
77.29478877,129.8,59,46.5
99.65349939,133.6,76.3,61
90.8285812,120.2,41,41
86.4145348,106.8,41,41
83.2101978,93.4,40,40
74.6082735,87,41,33
98.30950916,80.5,76.3,61
63.14889377,74.1,22,14
54.57273748,56.1,31,23
55.78380464,20,40,28.5
55.39373382,20,29,27.5
62.6971917,53.8,44,35
62.34481074,87.6,38.8,31
66.16605617,121.4,43.8,35
65.08083028,131.5,33,32
66.53870574,20,35,34
67.76800977,151.7,39,34.5
65.88376068,141,34,32
71.76646642,130.3,47.2,38.83
75.88729403,119.6,51.3,41
73.28678943,117.1,36,36
72.24033838,114.6,35,35
84.03692096,112.1,68,51
100.6075351,138.3,73,58.5
99.98112733,164.6,63,50
112.9382499,190.8,81.3,65
97.76490354,156.6,40,40
88.88391697,122.4,40,40
83.44305739,88.1,39,39
90.21653124,65.4,65,48.5
91.96723065,42.7,55.5,47
96.6032268,20,63.8,51
77.52820513,49.3,29,29
61.76117216,20,29,23
59.37509158,108,30,28.5
59.18046398,127,36,29.5
71.58827839,146.1,53,42
72.78730159,165.2,54,37
78.39413919,20,52.5,42
67.69426129,20,34,28.5
61.84444444,161.1,28,28
65.91892552,155.2,35,35
73.45787546,149.4,49,40.5
64.2682329,143.6,34,27
68.67596742,146.5,46.3,37
55.43125763,149.4,21,21
50.71428571,152.3,23,23
58.35799756,165.4,41.3,33
61.17655678,178.4,40,32
56.58559219,191.4,33,26
75.29401709,197.1,58.8,47
78.14993895,202.7,43,40.5
83.07887668,208.3,55,44
79.04004884,203.1,39,37.5
79.51990232,197.8,45,40
83.26398046,192.6,45,43.5
84.96353602,199.2,44.3,43.33
82.48640781,205.8,40,40
84.08379699,212.4,43,43
94.62880586,227.6,53,52.5
93.31782173,242.8,46,46
91.08402153,258,48,46
88.81675728,260.7,43,41.67
85.12917623,263.4,38,38
77.28613507,266.1,33,33
84.26678473,251.1,60,48
80.81774432,236.2,41,37.5
65.99570696,221.2,26,26
65.99533089,154.1,41,33
67.99644444,87.1,43.8,35
49.99162882,20,16,16
37.9861685,20,13,13
32.98526984,133.9,14,14
32.48530891,190.8,16,16
33.23663004,133.9,19,17
31.942779,76.9,18,15.33
30.96699389,20,19,15
29.97531624,20,20,14.5
29.48204151,20,16,14.5
27.73784615,20,16,13
27.86428327,20,18,14
28.03239797,20,16.3,13
25.50650411,20,11,11
21.51954919,20,11.3,9
27.3940719,20,20,17
31.14590283,20,21,17.5
34.65461783,82,19,19
29.32649573,144,15,12
35.66471306,206,26.3,21
30.83199023,195.1,13,13
36.41758242,184.2,21,21
34.20952381,173.3,16,16
32.10500611,167.3,15,15
37.38453724,161.3,21.3,21.33
42.69544322,155.2,24,24
54.35358242,158.5,41.3,33
55.17947741,161.9,29,28
71.59621001,165.2,55,44
73.80274481,169.4,38,38
72.90723321,173.7,36,36
61.45459341,178,31,25
74.73486691,177.6,55,44
74.87146276,177.2,39,37.5
73.44061538,176.8,39,36
70.2248254,179.7,34,33.5
70.26406613,182.7,36,35
63.28620528,185.6,34,27
71.37499207,192.4,51.3,41
69.92348162,199.2,34,34
72.97386781,206,40,38.5
87.75677656,203.9,63.8,51
72.87667888,201.7,29,29
66.07217197,199.6,41,29
72.62461813,190.3,40,40
84.57122362,180.9,61.3,49
73.00555609,171.6,30,30
69.70859558,167.5,33,33
68.90409414,163.4,34,34
68.71589591,159.3,34,34
61.66046246,157.2,34,27
78.76826823,155,61.3,49
79.3485914,152.9,40,40
78.09669381,151.2,40,38.5
74.46566788,149.4,35,35
71.56623525,147.7,34,34
64.56886459,143,35,28
77.78143564,138.3,58.8,47
76.98723987,133.6,38,38
72.0541934,135,33,33
82.8152287,136.4,56,48
84.70079417,137.7,45,43.5
77.36942831,145.7,43,34
81.42465795,153.7,44,43.5
93.17668438,161.7,66.3,53
100.3793599,162.4,59,54
103.4123429,163.2,56,54
105.4500837,164,58,54.5
105.0469035,155.8,56,54
93.39101669,147.7,46,37
104.7447158,139.5,76.3,61
101.8008848,135.4,49,49
97.66194944,131.3,46,46
90.72761965,127.2,41,41
96.22484526,127.6,53,51.5
95.35634362,128,59,47
100.6060618,128.4,60,54.5
109.4174488,129.6,78.8,63
108.9711963,130.7,59,55
105.9525677,131.9,51,51
102.8023206,129.6,49,49
102.6722919,127.2,51,51
71.11746032,124.9,28,20
98.56214896,125.7,78.8,63
103.986162,126.4,60,55.5
109.0799756,127.2,63,58.5
118.2930403,133.1,73,66.5
123.7340252,138.9,73,67.5
123.5356125,144.7,80,64
132.6035816,148.4,93.8,75
130.4708995,152.1,76,67
140.2413512,155.8,84,80
129.2897843,152.1,61,61
125.4806675,148.4,63,63
125.7262999,144.7,63,63
123.2787989,144.9,60.7,60.67
119.3617453,145.1,56,56
116.5356773,145.3,56,56
115.515323,148.2,58,58
133.1420997,151.2,111.3,89
118.4742095,154.1,60,48
123.7805863,154.1,68,68
141.2430302,154.1,108.8,87
129.1437734,154.1,59,59
126.4684497,203.4,64,64
128.0976701,252.7,69,68
132.8176285,302,109,73
136.386088,302,109.7,74.33
141.516449,302,113.5,78.5
143.1310019,302,111,77
148.6103748,250.4,83,83
149.8465152,198.7,81,81
151.2887609,147.1,88,88
148.1942763,198.7,91,73
163.4226897,250.4,148.8,119
161.3015358,302,121.5,94
158.0552478,302,112,86
157.5186972,302,116.5,89.5
157.109886,302,115.5,89
140.5626781,249.8,74,59
162.6242805,302,160,121
142.2234432,145.3,66,53
136.1086691,148.6,68,68
160.9551718,151.9,148.8,119
153.6907378,155.2,75,75
150.4170591,156.2,76,76
148.5364917,157.2,77.7,77.67
148.43186,158.2,79,79
139.212267,152.7,68,68
127.0999267,147.3,59,59
121.0438584,141.8,59,59
150.5843154,140.8,123.8,99
128.1678632,139.9,53,53
114.0833211,138.9,50,50
105.3709239,144.3,48,48
106.0055678,149.8,54,54
106.3318437,155.2,56,54
106.4947782,158.2,56,54
100.7411477,161.1,59,47
112.8677249,164,81.3,65
118.9332519,158.4,81.3,65
100.2958893,152.7,39,39
95.17411477,147.1,45,45
94.66617467,144,45,45
102.8941724,140.8,69.2,58.33
111.7583187,137.7,81.3,65
105.7216579,139.1,48,48
102.7590563,140.5,49,49
104.9902215,141.8,55,55
109.0014047,142.4,59,59
107.4095689,143,53,53
77.51124786,143.6,34,23
91.75269353,142.4,53,53
107.4018396,141.2,78.8,63
93.43963858,140.1,39,39
96.72104029,140.8,54,50
93.35726496,141.6,45,45
69.66837607,142.4,33,23
79.83345543,152.1,45,45
93.91794872,161.9,56,54
99.45836386,171.6,55,52.5
106.8575499,174.7,65,58.5
105.0952381,177.8,54,52
96.06202686,180.9,54,43
112.5286935,175.7,83.8,67
102.0940171,170.4,45,45
103.5498575,165.2,53,53
104.2755393,163.2,53,53
105.4729345,161.3,54,54
83.28547009,159.3,44,30
125.5445665,164,111.3,89
126.1080586,168.7,66,66
130.5577941,173.3,71,71
140.2832723,174.9,80,80
131.8107448,176.4,64,64
113.4061864,178,59,47
159.6638758,504,152,129
156.9783708,403,102,86
161.8864469,504,123,103.5
163.8046398,403,125,102
165.1208791,285.9,128.8,103
153.9924996,176.8,70,70
137.985348,208.3,75,60
152.7851038,239.9,118.8,95
157.8234781,271.4,101,98
159.0915751,333.8,98,94.5
160.2628641,396.3,101,96
156.2060003,458.7,83,83
130.5571836,481.3,60,48
163.3374324,503.8,161.3,129
154.5232862,526.4,74,74
143.6031746,420,66,66
134.2938543,5830.5,94,65
133.5385267,440,69.7,69.67
97.61517949,4317,85,27.5
158.5061992,742.3,168.8,135
150.6935182,893.5,107.4,70.04
131.4264225,2277.3,65.6,56.75
122.9972975,2821.7,70,58.75
117.7434595,2482.2,70.1,57.5
118.3994628,1908.4,106.8,61.43
113.826455,2317.8,76.4,55.57
116.6357184,4676.5,81,61.67
136.5131543,1206.3,84.8,83.83
137.0081034,2085.9,100.1,72.5
148.9824908,1077.4,89.8,86.57
141.6416768,2392.2,95,70.57
143.8620709,2856.3,98.9,80.38
141.4891285,7071.5,99.5,72.33
154.7506595,1644.8,101.8,100.83
155.2707958,3568.4,128.4,88.25
153.1255273,6249,167,80.67
159.2651847,1477,104.6,103
152.4753429,3619.3,105.6,71
154.0218604,1241,89,89
157.254167,1097.2,121.8,99.83
157.4571914,993.2,113.4,90.86
155.718434,2561.9,117.4,82.75
154.528661,4366.3,133.3,82.5
150.5092461,932.5,73.6,69.4
129.3921394,1746.4,88.5,55.58
134.7777332,6979.7,130,74.67
129.2441486,1208.2,78.8,63.67
109.2324786,3733.3,64.4,44
93.85369475,6297.7,81.7,38.33
98.92220757,1081,52,52
61.94242247,8423,60,12.5
96.53284493,1253.2,71.7,65.57
110.6666626,2215.4,107.5,64.54
118.7716158,2834.8,81,66.13
129.9092063,3139.2,90.6,74.63
144.02442,3547.5,107.4,84.88
147.2589052,4363.7,118.6,80.29
143.0708466,7355,178.7,73.33
167.7463004,1676.6,165.3,133.83
171.647265,4568.6,161,115.75
175.027162,4597.4,165.5,119.75
176.4479958,4417.9,169.4,119
170.3744863,4694.7,149.3,100
166.975873,7242.3,207.7,99
179.9230891,1901,168.5,140
175.5404749,4001,156.8,109.75
173.3458487,4043.9,158.7,109.29
167.5021356,3965.3,139.8,95.5
206.5319829,1310,260,209
213.4428352,1142,214,170.33
214.2252234,1310,210,165
184.72131,806,122,93
173.4300994,806,134,97
175.6436211,907,150,119
180.3243398,806,172,129
185.2832827,772.7,178,136.33
187.2840624,706,186,135
194.0027717,706,190,151
211.310696,1109,222,181
231.6683516,1109,252,202
259.3375946,1210,292,237
279.8435653,1142.7,305.3,250.33
297.4339927,1210,322,265
312.2394628,1008,332,277
326.1432967,806,342,290
333.0925275,806,342,290
336.5659219,806,342,290
294.1259389,575.9,240,201.67
316.888289,806,342,290
197.1611163,115.6,36,25
178.0978545,115.6,119,92.67
192.7345788,115.6,202,160.33
233.9131062,115.6,285,228
255.6187448,108.2,284.2,227.33
265.8046105,100.8,282.5,226
270.8960781,93.4,282.5,226
253.4353407,68.9,232.5,186
239.2036288,20,218.8,175
229.5871624,20,212.5,170
227.7904469,1310,190,176
200.2097924,477.3,160.2,122.67
181.867094,706,134,99
162.0029112,503,86.3,69
148.1498494,299.9,76.3,61
126.5393122,96.9,66.3,53
114.0671062,99.2,63.8,51
106.7226699,101.5,62.1,49.67
101.6584453,103.9,60,48
100.8015466,800.4,62.5,50
78.01492552,524.3,27.6,27.57
62.97180952,2193.6,34.6,24
53.14822466,1737,32,21.7
46.98914774,1510.5,31.6,20.44
48.0363956,1259.4,33.4,24.56
43.25604884,3760,30.3,19.25
49.24987546,559.7,30.9,27.63
53.3990232,1508.2,48.5,28.78
53.69365079,3471.6,31.4,27
51.22064957,4390.1,37.4,24.38
53.65545299,2116,48.7,28.05
56.94328735,1224.8,36.9,31.5
55.87545895,3105.3,41.1,27.1
53.9046315,2614.1,38.8,25.4
50.8333587,2619.4,34.9,23
51.47819199,1521,45,26.23
47.78469614,6140.3,58.7,21
52.83915346,2469,34.3,30.71
53.35720904,4163.5,37,27.2
49.21885675,11782.5,45.5,20.67
52.68269693,896.2,32.4,29.63
52.22675443,2934.7,38,25.67
49.60000437,2384.1,37.4,22.33
45.80697119,7383.5,45.5,19.67
49.65499058,484,28.9,28.25
49.85710814,1780.9,33.3,25.11
47.74808028,1355.3,28.2,22
43.56170219,1106.6,26,18.67
43.12237441,1316.4,27.3,21.22
42.62190877,2917.3,30.3,20.75
51.69281642,553.8,32.3,32.29
46.48118922,6191.5,27,19.67
61.71903785,642,43.7,38.57
64.16138217,2966.5,45.6,33.3
47.74906471,6775,46.7,15.67
60.87876435,592.2,37,37
58.68938217,6995,58,28.25
64.17706471,400,34.8,34.83
59.2898022,2208.6,36.7,27.2
54.34637363,2268.9,34.2,24.7
48.92331624,2403.6,32.6,21.75
49.46269597,5363.7,42,25
55.48097192,2025.7,34.3,30.75
54.96232967,4026.6,38,27.22
54.47833944,2533.4,39.4,27
56.13809524,2980.5,40,28.9
52.59639284,2335,37.3,24
47.59170272,6042.5,44,20.33
49.74086631,2108.7,35.3,26.38
51.23033955,284.9,33.5,26.78
51.48543617,302,27,26
56.23188307,298.6,35.5,32.14
54.98489983,1152.1,32.2,26.4
43.70617338,3088.7,27,16
53.18322833,459,31.3,31.33
57.11242002,1516.2,48.4,30.52
54.66599267,3235.3,29.9,26.11
47.53087179,6767,20.5,20.2
49.89595604,962.8,38.2,26.13
51.38947009,3009.7,30.6,26.44
47.9437265,7290.3,25.3,22.25
38.96898657,105.6,22,15
52.19613187,336.7,34.8,32.71
54.42713553,2261.6,32.5,28.33
54.61381197,3529.4,46,27.4
63.1717558,1115,43.9,35.86
56.25425153,7883,47.3,24.67
77.4217094,1223.3,62.6,49.29
65.71107204,4832.8,27,27
70.0296801,1161,44.5,37.17
65.34586569,2434.6,39.3,30.33
64.24418559,2856,40.7,31.57
57.52286203,2951.2,44.6,25.4
77.42362773,397,63.2,48.67
80.81069564,1501.2,55.2,42.1
75.41247811,2241,51.5,35
82.70318637,405.6,56,45
61.35144811,3048.3,29.2,20
89.68410745,302,79,59
77.3379536,886.5,56,32.5
71.96051282,976.6,37.7,33.29
62.87774847,3587.9,32.8,26.9
74.24191941,3887.2,64.8,42.8
44.11495971,13017,48.5,7
83.06617338,1928.9,76.3,61
101.5216036,949.8,77,60.29
103.5380871,3186.6,69.9,53.33
93.17432967,2175,67.4,41.05
84.6954823,4016.8,56,38.11
76.73125275,3719.7,49.8,34.38
79.92136752,4009,53,41.56
73.46092796,6607.3,46.7,33.5
89.90531868,719,55.4,53.17
87.06637363,2778.3,54,42.11
73.02993895,4964.3,46.3,29.5
80.32395604,560.5,50.4,43.8
78.26638828,2144.7,50.5,38.11
71.29945706,3960.7,51.3,31.25
81.12264053,454,47.6,46.67
74.98134613,1740.9,44.1,33.67
67.50449293,1744.1,38.5,29.22
60.4319145,1665.4,36.3,27
51.87326984,1605.9,33,21.75
50.36442002,1425.8,40.1,24.43
55.34659341,512,31.2,30.17
53.86941148,2105.5,33.3,26.2
54.7342906,2172.5,35.3,27.8
53.36279853,1807.4,32.4,26
56.45936508,2533.6,42.4,29.78
53.82830281,4204.5,39.3,25.6
75.7746862,1903.3,59.4,48.86
71.99745055,1515.8,49,34.11
68.29947741,1907.8,52.4,32.3
67.95139927,1750.2,52.2,33.8
59.37659096,3586,48.6,25.4
273.3920806,403,604,417
190.3917321,987.6,77.7,49.7
162.9380708,2022.4,74.7,59.67
140.5157021,3065.8,70.2,50.5
106.68442,1237.7,47,33.71
66.67647375,2257.7,26,12.67
49.83601465,903.5,16.5,16.5
44.05074969,363,22.5,19.14
36.80065446,652.6,17.1,14.78
32.17580464,640.7,15.3,13.78
29.41290354,553.9,14.1,13.33
24.27258608,452.3,13.4,9.57
28.03836874,636.5,31.6,16
27.51034432,481,13.5,13.5
27.74401954,453.8,14,14
29.61352381,657.5,18.1,15.75
31.80268132,1214.4,19.1,17
30.40178755,2851.7,23.5,14.5
31.40082051,511.4,16.2,16.2
35.20049817,1598.5,23.6,19.5
44.04309646,1337.1,38,26.44
51.33534066,959.2,48,29.31
53.111116,1209,41.3,27.44
33.5549304,3396,33.5,7
72.78723321,504,90,56
76.40008791,1020.5,51.3,40
66.31348962,1744.1,43.7,28.11
56.71865201,1397.9,30.3,23.56
49.14024908,1374.1,27.3,20.78
40.43045665,1325.7,26.4,15.86
40.21615629,2391,28.8,20
39.10795604,324.4,19,19
38.99226862,1019.1,24.9,19.44
37.93347985,890.6,22.6,18.44
36.40429792,874,20.5,17.44
34.20434676,1154.3,17.4,16
33.45249328,693.7,27.7,16.36
51.72502564,618.3,37,35
51.74196825,1634.2,30.7,25.88
48.01063736,1458.6,24.7,22.14
52.23713797,713.6,45.3,28.23
49.62043468,1614.7,29.3,23.5
41.47940415,3559.5,35,16.67
42.74043468,504.5,22,22
42.87072039,1709.3,25.7,21.5
46.72703297,1985.4,27.7,25.29
50.36585104,1690.2,32.6,27
55.06631502,1998.8,37.1,29.88
54.5357558,3634.7,36.3,27
67.43914042,841.1,66.4,40.17
87.92648596,643,66.6,54.2
87.71852015,1698,60.3,43.75
91.74405861,1836,71,47.88
123.6553643,2991.8,112.2,82.5
141.2166382,1653,98,85.25
99.23059341,3940,134,24.5
154.5750445,1039,133.4,123.17
153.1103506,2137,122,82.29
151.1132601,1695.5,116.7,78.75
150.7396163,1880.3,119.4,80.5
149.8317501,1824.3,111.3,78.75
96.89339194,3849.5,139,17
170.1694593,1031.4,210,168
147.1403012,635,48.3,48.33
117.302385,1076.3,68.3,42.48
86.03755311,1039.6,41.7,25.67
68.63421734,1146.2,35.7,25.63
56.56655922,1918.7,43,22.25
49.65842735,519.2,21.4,21.4
52.69592674,1594.5,30.7,27.88
56.33605861,1553,36.9,30
58.65581929,1403.8,38.7,30.5
64.31722589,1541.8,43.9,35
73.08445421,1476.8,71.1,40.92
63.50779487,2441.3,53,27
76.92312576,870.5,46.8,45.17
71.83934066,1619.7,51.7,33.38
69.42158242,1712.5,51,33.5
66.71234676,1911.5,48.7,32
59.78719414,1914.3,47.4,26.43
62.02499595,4544.5,57.7,31.5
67.17157683,651.3,37.2,37.2
66.21580899,1760.2,43.2,32.43
70.9084043,2007.2,53.4,38.75
81.56257632,1599.5,79.9,47.31
49.63406105,3813,53.5,8
89.82631013,1005,81.3,65
80.51081807,707.8,35.6,35.6
70.03452991,1706.9,39,29.78
66.82685226,1190.1,49,31.81
56.04113797,1799,32.3,22.63
48.76918193,1703.2,29.4,20.75
43.05145788,1976.4,30,18.67
44.72231013,611.3,37.3,23.2
44.60866911,1741.2,29.7,22.25
43.43003175,1256.5,26,21.13
63.14357998,1877.5,42.3,41.43
59.77672283,2982,35.5,28.2
114.0781115,1118.3,109,87
105.7083272,738.7,48.4,48.4
100.5660521,2573.8,61.9,47.25
96.90323321,1930.3,60.8,46.56
100.9741351,2048.2,73.2,52.71
96.37059341,1599,65.5,45.78
90.94117705,1622,63.9,42.75
75.72231013,2751.7,58.7,30.25
112.3954375,2404.8,96.3,77
120.7904884,517.3,73.6,67.5
111.6973057,1711,65.1,51.56
110.0207733,1974,71.6,55
106.5699064,1827,63.6,51.88
77.26582173,5672,71.3,23.33
75.43035897,633,36.8,36.8
72.02218803,900,57.4,34.31
64.22511355,1409.6,40.6,28.22
58.5378315,1726.2,41.7,26.43
54.93474481,1459.1,35.3,25.67
49.26530891,2735.8,41,21.8
53.62093284,403.4,29,29
56.80130891,1882.3,41,30
76.20973871,864,79.7,47.81
69.42908913,1246.9,42.6,31.33
59.20785836,2347,42,24.5
63.6065348,158.7,43,34
62.09167766,226,32.2,30.29
54.79326007,1042.4,33.9,23.75
57.39706471,963,41,30
55.1385348,811,37,26.44
55.89991697,847.9,38.6,28.33
54.83119902,897.4,40.8,26.88
54.41511111,1878.3,41.7,27
71.88113797,218.8,50,44.67
86.67128205,738.6,88.4,50.73
78.00645665,1539.3,46.1,34.67
70.25487668,1880.2,45.1,31.25
71.90811722,1530.1,52.3,36.78
58.45215629,3256.7,52,22.5
62.228337,367,33,33
60.24395604,1588.8,42.6,29.13
55.68176313,1139.1,34.4,25.56
52.16990476,1413,34.3,24.33
49.86419536,1464.3,32.8,23.78
45.43051038,3571.3,38.3,20.5
54.88220269,362.6,35,32.17
56.92158103,1933.5,41.6,30.13
57.28808043,1759,40.4,28.88
57.69887328,1559.6,39.1,29.11
55.45911287,1361,37.9,26.22
47.29509085,3146.7,38,18.5
52.85268381,308.4,31,30
52.00181381,1408.8,36.8,25.43
50.39319334,1040.7,33.3,24.11
48.03985813,1466.2,35.5,22.43
47.74234492,914.1,36,23.67
44.8773199,1049.1,35.3,20.5
42.63330999,2262,36,19.25
51.02868211,206.5,34.8,31.67
56.70131499,830,58.2,32.12
51.94436868,1887,33.9,22.75
50.17589409,1498.7,34.1,23.89
52.11901665,1729.9,38.9,27.44
44.03930599,3643.7,41.3,17.25
47.41930073,210.7,27.6,25.67
46.89134252,1923.6,34.2,23.14
45.96019395,1629.1,30.3,22.44
46.44148299,2187.8,34.7,23.5
47.69293587,3076.2,36.2,24.57
49.87578444,3331.5,44,26.2
57.4028852,691.9,52,32.83
56.73539131,2002.3,37.4,28
52.05864834,1721.1,32.4,23.44
47.75871739,1753.7,29.4,21.5
46.33350065,1537.3,31.1,22.38
44.8616853,1488.7,32.6,20.43
42.61722315,2548,31,19.8
46.60900989,130.4,27.4,26.33
45.77160834,1257.7,31.1,22.25
43.57787938,1153,30.6,20.13
43.56564219,873.9,30,21.78
42.13903905,834.9,30.5,20
46.81143828,756.2,46.7,28.23
50.83598724,608.4,31,29.33
52.91444297,2255.6,38.8,28.57
57.60138659,1888.5,38.8,31.86
57.29802286,1838.8,40.3,28.38
56.06618305,2239.5,38,27
54.46657369,2295,41,25.88
55.04207048,4709,48,28
54.79449031,325.8,29.2,27.17
56.34138909,2139.7,43.8,29.44
60.09009543,2440.2,42.4,32.88
64.88140115,4416.5,54.3,38.13
80.55163753,5337.6,67.9,47.75
87.7401361,8212.3,95.7,48
128.1014815,1346.4,110.8,89.17
125.9323321,4083.3,91.6,64.25
124.7317705,3644.3,90,64.11
122.3730077,4232.6,75.8,62
96.6756044,8595.7,66,33.25
122.9585877,2205.6,79.2,79.2
123.2618152,4578.5,65.3,64.13
116.7446724,3293.2,68.3,56.13
113.2853521,2819.9,68.5,55.89
111.5546235,2626.4,70.4,55.89
116.3136752,1945.8,116.6,62.64
128.7205983,1272.2,77.8,74.67
112.9603215,7445,54,48.33
113.0288604,659.4,61.8,57.86
101.4103134,1544.4,73.6,43.88
88.51024664,526.7,37.7,37.67
82.25628327,199,48,38
85.56674107,549.6,44.4,44.4
70.53094505,2294,48.3,27.78
63.33862271,1406.3,44.8,28.08
57.16189011,2647.7,35.7,25.5
57.32431746,3754.7,39.4,28.75
59.85448107,7575.3,50.3,31.2
65.11760195,639.4,41.4,35.2
62.30426374,3460.2,44,29.75
61.60518746,2616,40.8,30.33
64.95579347,2991.3,49.9,34.75
70.22854683,2427.3,52.5,38.67
71.61975252,2493.7,51.3,36.75
60.40473385,2960.8,47.5,22.5
84.36801954,407,61.2,55
88.74852259,1609.1,64.9,46.56
84.59785592,1472.7,56.1,40.22
76.30021001,1646,43.3,34
76.48184615,1128.2,67.9,38.33
66.56924542,4036.8,44,28.33
70.03633211,3309.5,48.4,36.75
71.39964347,563.3,52,36.38
69.32954823,1321.7,53.4,33.63
68.6636337,2527.9,44.1,34
69.3313895,2735.7,44.6,35
58.66606105,3939.8,40.2,24
61.79256125,520.3,51.5,32.39
58.55702631,2377.3,34.1,26.5
52.15593163,2511.7,30.3,22
44.08251526,2432.3,28.6,18.75
41.09805903,2451.9,29.6,18.88
32.12418559,5537.3,31.3,11.67
44.66010256,357,33.8,28.6
53.95889133,2081.4,38.3,31.63
54.64799023,2030.7,36.5,27.67
55.10247619,1509,37.4,27.78
54.67931624,1602.7,38.6,27.13
40.00689133,4671,35,12.67
57.50469353,203.6,42.2,37.5
58.13305006,1448.7,41.9,29.38
57.84818071,1283.1,41,28.78
57.17641026,1882.5,40.3,28.25
60.92148962,2196.3,44.9,32.33
56.9643663,4711.3,38.2,26.5
59.48276923,432.6,33.4,31
56.74025397,3675.6,39.7,27
55.14990965,2549,36,26.78
56.24517216,2384.7,39.4,28.67
56.00276923,2382.4,37.1,27.88
61.04971957,3053,46.7,35.88
